,depth_[m],thickness_[m],temp_[k],attenuation_model,twoway_loss_[db],sim_name
layer1,0.0,10.004764173412696,60.0,high_loss,1.6903515038515212e-12,VarK_Conductivity_0001
layer2,10.004764173412696,10.004764173412696,68.52872118697722,high_loss,1.6547129782720234e-10,VarK_Conductivity_0001
layer3,20.00952834682539,10.004764173412696,77.05811937760951,high_loss,5.93279571629242e-09,VarK_Conductivity_0001
layer4,30.014292520238087,10.004764173412696,85.58819465251017,high_loss,1.0581603875697636e-07,VarK_Conductivity_0001
layer5,40.01905669365078,10.0047641734418,94.11894709230522,high_loss,1.1375950282580762e-06,VarK_Conductivity_0001
layer6,50.02382086706348,10.004764173412696,102.6503767776336,high_loss,8.368434664411889e-06,VarK_Conductivity_0001
layer7,60.02858504050528,10.004764173412696,111.182483789147,high_loss,4.595826098853591e-05,VarK_Conductivity_0001
layer8,70.03334921391797,10.004764173412696,119.7152682075099,high_loss,0.00020046763514528442,VarK_Conductivity_0001
layer9,80.03811338733067,10.004764173412696,128.24873011339957,high_loss,0.0007267164054501434,VarK_Conductivity_0001
layer10,90.04287756074336,10.004764173412696,136.78286958750616,high_loss,0.002265057212435629,VarK_Conductivity_0001
layer11,100.04764173415606,10.004764173412696,145.3176867105326,high_loss,0.0062299081953138625,VarK_Conductivity_0001
layer12,110.05240590756875,10.004764173412696,153.85318156319462,high_loss,0.015430378708015079,VarK_Conductivity_0001
layer13,120.05717008098145,10.004764173412696,162.38935422622083,high_loss,0.034973223446620134,VarK_Conductivity_0001
layer14,130.06193425439415,10.0047641734418,170.9262047803526,high_loss,0.07347794327346416,VarK_Conductivity_0001
layer15,140.06669842783595,10.004764173412696,179.46373330634415,high_loss,0.14460832583976116,VarK_Conductivity_0001
layer16,150.07146260124864,10.004764173412696,188.00193988496258,high_loss,0.26890119922762384,VarK_Conductivity_0001
layer17,160.07622677466134,10.004764173412696,196.54082459698765,high_loss,0.4758621127766778,VarK_Conductivity_0001
layer18,170.08099094807403,10.004764173412696,205.08038752321207,high_loss,0.8063163102573263,VarK_Conductivity_0001
layer19,180.08575512148673,10.004764173412696,213.6206287444414,high_loss,1.3150820336551674,VarK_Conductivity_0001
layer20,190.09051929489942,10.004764173412696,222.161548341494,high_loss,2.0742236021633143,VarK_Conductivity_0001
layer21,200.09528346831212,10.004764173412696,230.7031463952011,high_loss,3.1775254215479145,VarK_Conductivity_0001
layer22,210.1000476417248,10.004764173412696,239.24542298640665,high_loss,4.747522257201318,VarK_Conductivity_0001
layer23,220.1048118151375,10.0047641734418,247.78837819596765,high_loss,6.947578491903676,VarK_Conductivity_0001
layer24,230.1095759885502,10.004764173412696,256.3320121047538,high_loss,10.003310051670159,VarK_Conductivity_0001
layer25,240.114340161992,10.004764173412696,264.87632479364765,high_loss,14.240278780171417,VarK_Conductivity_0001
layer26,250.1191043354047,10.004764173412696,264.87980159190613,high_loss,18.47781381474712,VarK_Conductivity_0001
layer27,260.1238685088174,10.004764173412696,264.88327871205763,high_loss,22.71591528753622,VarK_Conductivity_0001
layer28,270.1286326822301,10.004764173412696,264.88675615414655,high_loss,26.954583330720855,VarK_Conductivity_0001
layer29,280.1333968556428,10.004764173412696,264.89023391821735,high_loss,31.193818076526377,VarK_Conductivity_0001
layer30,290.1381610290555,10.004764173412696,264.8937120043144,high_loss,35.43361965722136,VarK_Conductivity_0001
layer31,300.1429252024682,10.004764173412696,264.8971904124822,high_loss,39.67398820511761,VarK_Conductivity_0001
layer32,310.1476893758809,10.0047641734418,264.9006691427652,high_loss,43.914923852582554,VarK_Conductivity_0001
layer33,320.1524535493227,10.004764173412696,264.9041481952078,high_loss,48.15642673198988,VarK_Conductivity_0001
layer34,330.15721772273537,10.004764173412696,264.9076275698545,high_loss,52.398496975793584,VarK_Conductivity_0001
layer35,340.16198189614806,10.004764173412696,264.9111072667497,high_loss,56.641134716478625,VarK_Conductivity_0001
layer36,350.16674606956076,10.004764173412696,264.91458728593784,high_loss,60.884340086573275,VarK_Conductivity_0001
layer37,360.17151024297345,10.004764173412696,264.9180676274635,high_loss,65.1281132186492,VarK_Conductivity_0001
layer38,370.17627441638615,10.004764173412696,264.921548291371,high_loss,69.37245424532142,VarK_Conductivity_0001
layer39,380.18103858979885,10.004764173412696,264.9250292777049,high_loss,73.61736329924832,VarK_Conductivity_0001
layer40,390.18580276321154,10.004764173412696,264.9285105865097,high_loss,77.8628405131317,VarK_Conductivity_0001
layer41,400.19056693662424,10.0047641734418,264.93199221782993,high_loss,82.10888601972914,VarK_Conductivity_0001
layer42,410.19533111003693,10.004764173412696,264.93547417171015,high_loss,86.3554999518046,VarK_Conductivity_0001
layer43,420.20009528347873,10.004764173412696,264.9389564481948,high_loss,90.60268244220256,VarK_Conductivity_0001
layer44,430.2048594568914,10.004764173412696,264.94243904732843,high_loss,94.85043362379861,VarK_Conductivity_0001
layer45,440.2096236303041,10.004764173412696,264.9459219691556,high_loss,99.09875362951185,VarK_Conductivity_0001
layer46,450.2143878037168,10.004764173412696,264.9494052137208,high_loss,103.34764259230488,VarK_Conductivity_0001
layer47,460.2191519771295,10.004764173412696,264.95288878106874,high_loss,107.59710064518383,VarK_Conductivity_0001
layer48,470.2239161505422,10.004764173412696,264.95637267124386,high_loss,111.84712792119842,VarK_Conductivity_0001
layer49,480.2286803239549,10.004764173412696,264.95985688429073,high_loss,116.09772455344188,VarK_Conductivity_0001
layer50,490.2334444973676,10.0047641734418,264.9633414202539,high_loss,120.3488906750634,VarK_Conductivity_0001
layer51,500.2382086708094,10.004764173412696,264.9668262791781,high_loss,124.60062641921871,VarK_Conductivity_0001
layer52,510.2429728442221,10.004764173412696,264.9703114611079,high_loss,128.85293191914423,VarK_Conductivity_0001
layer53,520.2477370176348,10.004764173412696,264.97379696608783,high_loss,133.10580730810767,VarK_Conductivity_0001
layer54,530.2525011910475,10.004764173412696,264.97728279416253,high_loss,137.3592527194204,VarK_Conductivity_0001
layer55,540.2572653644602,10.004764173412696,264.9807689453767,high_loss,141.61326828643746,VarK_Conductivity_0001
layer56,550.2620295378729,10.004764173412696,264.9842554197749,high_loss,145.8678541425576,VarK_Conductivity_0001
layer57,560.2667937112856,10.004764173412696,264.98774221740183,high_loss,150.12301042122326,VarK_Conductivity_0001
layer58,570.2715578846983,10.004764173412696,264.99122933830205,high_loss,154.3787372559206,VarK_Conductivity_0001
layer59,580.276322058111,10.0047641734418,264.9947167825203,high_loss,158.63503478019197,VarK_Conductivity_0001
layer60,590.2810862315237,10.004764173412696,264.9982045501013,high_loss,162.8919031275863,VarK_Conductivity_0001
layer61,600.2858504049655,10.004764173412696,265.00169264108973,high_loss,167.14934243173343,VarK_Conductivity_0001
layer62,610.2906145783782,10.004764173412696,265.0051810555301,high_loss,171.40735282629467,VarK_Conductivity_0001
layer63,620.2953787517908,10.004764173412696,265.0086697934671,high_loss,175.6659344449751,VarK_Conductivity_0001
layer64,630.3001429252035,10.004764173412696,265.0121588549455,high_loss,179.92508742152367,VarK_Conductivity_0001
layer65,640.3049070986162,10.004764173412696,265.01564824001,high_loss,184.1848118897332,VarK_Conductivity_0001
layer66,650.3096712720289,10.004764173412696,265.01913794870535,high_loss,188.44510798344035,VarK_Conductivity_0001
layer67,660.3144354454416,10.004764173412696,265.0226279810763,high_loss,192.70597583652574,VarK_Conductivity_0001
layer68,670.3191996188543,10.0047641734418,265.0261183371676,high_loss,196.96741558292624,VarK_Conductivity_0001
layer69,680.3239637922961,10.004764173412696,265.029609017024,high_loss,201.2294273565855,VarK_Conductivity_0001
layer70,690.3287279657088,10.004764173412696,265.03310002069014,high_loss,205.49201129152826,VarK_Conductivity_0001
layer71,700.3334921391215,10.004764173412696,265.0365913482108,high_loss,209.75516752181093,VarK_Conductivity_0001
layer72,710.3382563125342,10.004764173412696,265.0400829996307,high_loss,214.0188961815338,VarK_Conductivity_0001
layer73,720.3430204859469,10.004764173412696,265.0435749749947,high_loss,218.2831974048412,VarK_Conductivity_0001
layer74,730.3477846593596,10.004764173412696,265.0470672743476,high_loss,222.54807132592148,VarK_Conductivity_0001
layer75,740.3525488327723,10.004764173412696,265.0505598977342,high_loss,226.81351807900714,VarK_Conductivity_0001
layer76,750.357313006185,10.004764173412696,265.05405284519924,high_loss,231.07953779837453,VarK_Conductivity_0001
layer77,760.3620771795977,10.0047641734418,265.0575461167874,high_loss,235.3461306183566,VarK_Conductivity_0001
layer78,770.3668413530104,10.004764173412696,265.0610397125437,high_loss,239.6132966732932,VarK_Conductivity_0001
layer79,780.3716055264522,10.004764173412696,265.06453363251285,high_loss,243.88103609760557,VarK_Conductivity_0001
layer80,790.3763696998649,10.004764173412696,265.0680278767397,high_loss,248.14934902574646,VarK_Conductivity_0001
layer81,800.3811338732776,10.004764173412696,265.0715224452692,high_loss,252.41823559221308,VarK_Conductivity_0001
layer82,810.3858980466903,10.004764173412696,265.075017338146,high_loss,256.6876959315465,VarK_Conductivity_0001
layer83,820.390662220103,10.004764173412696,265.0785125554151,high_loss,260.95773017833216,VarK_Conductivity_0001
layer84,830.3954263935157,10.004764173412696,265.08200809712133,high_loss,265.2283384671997,VarK_Conductivity_0001
layer85,840.4001905669284,10.004764173412696,265.08550396330963,high_loss,269.499520932823,VarK_Conductivity_0001
layer86,850.404954740341,10.0047641734418,265.08900015402475,high_loss,273.77127770993246,VarK_Conductivity_0001
layer87,860.4097189137829,10.004764173412696,265.0924966693116,high_loss,278.0436089332656,VarK_Conductivity_0001
layer88,870.4144830871955,10.004764173412696,265.095993509215,high_loss,282.3165147376415,VarK_Conductivity_0001
layer89,880.4192472606082,10.004764173412696,265.09949067378,high_loss,286.5899952579111,VarK_Conductivity_0001
layer90,890.4240114340209,10.004764173412696,265.1029881630514,high_loss,290.86405062896955,VarK_Conductivity_0001
layer91,900.4287756074336,10.004764173412696,265.1064859770742,high_loss,295.13868098575654,VarK_Conductivity_0001
layer92,910.4335397808463,10.004764173412696,265.10998411589327,high_loss,299.4138864632559,VarK_Conductivity_0001
layer93,920.438303954259,10.004764173412696,265.11348257955353,high_loss,303.689667196496,VarK_Conductivity_0001
layer94,930.4430681276717,10.004764173412696,265.1169813681,high_loss,307.9660233205495,VarK_Conductivity_0001
layer95,940.4478323010844,10.004764173412696,265.12048048157766,high_loss,312.24295497053356,VarK_Conductivity_0001
layer96,950.4525964744971,10.0047641734418,265.12397992003133,high_loss,316.52046228162214,VarK_Conductivity_0001
layer97,960.4573606479389,10.004764173412696,265.1274796835061,high_loss,320.79854538899633,VarK_Conductivity_0001
layer98,970.4621248213516,10.004764173412696,265.130979772047,high_loss,325.07720442791907,VarK_Conductivity_0001
