Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,100.0,68.33667334669327,39.4789579158317
400,100.0,84.56913827655313,34.66933867735497
250,100.0,97.79559118236475,33.46693386773521
100,100.0,100.0,37.27454909819644
0,100.0,100.0,100.0
