Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,98.37096313232348,86.91054587024863,7.602172049156922
400,99.62846527579308,94.02686481851961,8.916833380965981
250,100.0,97.0848813946842,12.689339811374667
100,100.0,99.7427836524721,42.69791368962565
0,100.0,100.0,100.0
