Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,32.064128256512916,19.438877755511204,16.83366733466915
400,44.68937875751522,17.234468937875935,11.623246492986219
250,61.12224448897818,20.0400801603205,9.018036072144168
100,83.36673346693395,45.090180360721426,7.014028056112001
0,97.59519038076164,97.59519038076164,97.59519038076164
