Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,98.80895664602188,79.41877084325866,10.862315388280106
400,100.0,91.71033825631257,11.052882324916677
250,100.0,96.76036207717954,13.006193425440662
100,100.0,100.0,29.53787517865643
0,100.0,100.0,100.0
