Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,61.70334381251787,14.089739925693056,2.5150042869390954
400,72.2206344669906,33.152329236924835,1.886253215204342
250,77.65075735924549,51.90054301228923,1.686196056015989
100,83.48099456987708,73.13518148042294,2.4292655044298486
0,87.48213775364391,87.48213775364391,87.48213775364391
