Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,50.69080514530734,10.242972844211563,4.09718913768468
400,66.412577417818,19.866603144354443,2.953787517865671
250,74.65459742734633,37.25583611243443,2.4773701762744516
100,83.37303477846586,67.79418770843255,2.667937112910884
0,89.47117675083379,89.47117675083379,89.47117675083379
