Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,97.02772220634463,83.8811088882538,6.28751071734778
400,98.57102029151183,91.96913403829669,7.144898542440663
250,99.31408973992569,95.51300371534722,10.060017147756465
100,100.0,98.68533866819095,36.63903972563592
0,100.0,100.0,100.0
