Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,46.49833253930445,8.623153882801333,3.811338732729893
400,63.172939494997685,16.48404001905666,2.6202953787517753
250,71.98666031443544,32.777513101476885,2.1438780371605564
100,81.32444020962369,64.60219151977134,2.1438780371605564
0,87.94664125774177,87.94664125774177,87.94664125774177
