Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,96.95092901381611,74.60695569318722,9.099571224392552
400,99.237732253454,88.51834206765122,8.956646021915228
250,100.0,94.47355883754166,10.338256312529778
100,100.0,99.38065745593147,24.01143401619823
0,100.0,100.0,100.0
