Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,28.05611222444917,17.835671342685238,15.83166332665307
400,38.877755511021824,15.030060120240668,10.420841683366453
250,55.511022044088456,16.633266533066056,8.016032064128083
100,79.7595190380764,39.07815631262551,5.611222444889717
0,95.99198396793567,95.99198396793567,95.99198396793567
