Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,98.59719438877772,58.71743486973923,33.46693386773521
400,100.0,75.35070140280587,28.456913827655374
250,100.0,90.78156312625273,26.853707414829408
100,100.0,100.0,29.458917835671457
0,100.0,100.0,100.0
