,layerNum,depth_[m],thickness_[km],temp_[k],attenuation_model,twoway_loss_[db],column
13,14,3977.272727272619,318.1818181818235,129.88637629134496,high_loss,0.09475764686087723,column_1
14,15,4295.454545454442,318.18181818179437,131.63980409678945,high_loss,0.12081940216786641,column_1
15,16,4613.636363636237,318.18181818179437,133.41920124179939,high_loss,0.15340464469791615,column_1
16,17,4931.818181818031,318.1818181818235,135.22498647816238,high_loss,0.19403650094446723,column_1
17,18,5249.9999999998545,318.18181818179437,137.05758586174173,high_loss,0.2445669837292354,column_1
18,19,5568.181818181649,318.18181818179437,138.91743288952514,high_loss,0.3072419138508396,column_1
19,20,5886.363636363443,318.1818181818817,140.8049686394291,high_loss,0.38477736601786944,column_1
20,21,6204.545454545325,318.18181818179437,142.72064191291474,high_loss,0.48044943243367444,column_1
21,22,6522.727272727119,318.1818181818526,144.66490938047394,high_loss,0.598199331405289,column_1
22,23,6840.909090908972,318.1818181818235,146.63823573005288,high_loss,0.7427561455994268,column_1
23,24,7159.090909090795,318.18181818176527,148.64109381846976,high_loss,0.9197797563214565,column_1
24,25,7477.272727272561,318.1818181818526,150.67396482589535,high_loss,1.1360268476322526,column_1
25,26,7795.454545454413,318.1818181818526,152.73733841346188,high_loss,1.399543188353779,column_1
26,27,8113.636363636266,318.18181818179437,154.83171288406476,high_loss,1.7198857620734127,column_1
27,28,8431.81818181806,318.18181818179437,156.95759534643017,high_loss,2.1083787060870307,column_1
28,29,8749.999999999854,318.18181818179437,159.11550188251763,high_loss,2.578407440728299,column_1
29,30,9068.181818181649,318.1818181818526,161.3059577183292,high_loss,3.1457558216306896,column_1
30,31,9386.363636363501,318.1818181818235,163.52949739819815,high_loss,3.8289916301874523,column_1
31,32,9704.545454545325,318.18181818176527,165.78666496263634,high_loss,4.6499062331412295,column_1
32,33,10022.72727272709,318.1818181818526,168.07801412981422,high_loss,5.634014792733562,column_1
33,34,10340.909090908943,318.1818181818235,170.40410848075567,high_loss,6.811123997069749,column_1
34,35,10659.090909090766,318.1818181818526,172.7655216483227,high_loss,8.215974910846851,column_1
35,36,10977.272727272619,318.18181818176527,175.16283751008226,high_loss,9.888969226468694,column_1
36,37,11295.454545454384,318.1818181818235,177.59665038513043,high_loss,11.87698793600697,column_1
37,38,11613.636363636208,318.1818181818235,180.0675652349679,high_loss,14.234312262594921,column_1
38,39,11931.818181818031,318.1818181818526,182.57619786850933,high_loss,17.023657611826366,column_1
39,40,12249.999999999884,318.18181818176527,185.12317515132304,high_loss,20.31733236869443,column_1
40,41,12568.181818181649,318.1818181818235,187.7091352191882,high_loss,24.198534631647497,column_1
41,42,12886.363636363472,318.1818181818235,190.3347276960714,high_loss,28.76280152741265,column_1
42,43,13204.545454545296,318.1818181818526,193.00061391660893,high_loss,34.119627711661515,column_1
43,44,13522.727272727148,318.18181818176527,195.70746715320564,high_loss,40.39427220816622,column_1
44,45,13840.909090908914,318.1818181818235,198.455972847842,high_loss,47.729776124630234,column_1
45,46,14159.090909090737,318.1818181818817,201.2468288486956,high_loss,56.289218361882924,column_1
46,47,14477.272727272619,318.18181818176527,204.08074565168135,high_loss,66.25824270190695,column_1
47,48,14795.454545454384,318.1818181818235,206.9584466470206,high_loss,77.84789830983536,column_1
48,49,15113.636363636208,318.18181818179437,209.88066837093135,high_loss,91.29784766844068,column_1
49,50,15431.818181818002,318.1818181818235,212.84816076255433,high_loss,106.88001258633858,column_1
50,51,15749.999999999825,318.1818181818235,215.8616874262362,high_loss,124.90275195889114,column_1
51,52,16068.181818181649,318.1818181818817,218.92202589925128,high_loss,145.71569681503792,column_1
52,53,16386.36363636353,318.18181818176527,222.0299679250544,high_loss,169.71541207839638,column_1
53,54,16704.545454545296,318.1818181818235,225.1863197320798,high_loss,197.3521147111095,column_1
54,55,17022.72727272712,318.1818181818235,228.39190231847124,high_loss,229.13776020222696,column_1
55,56,17340.909090908943,318.1818181818235,231.64755174283306,high_loss,265.6559212337277,column_1
56,57,17659.090909090766,318.18181818179437,234.95411942074662,high_loss,307.57403366344903,column_1
57,58,17977.27272727256,318.18181818179437,238.3124724279571,high_loss,355.65878854667784,column_1
58,59,18295.454545454355,318.1818181818817,241.72349380514146,high_loss,410.7957213823166,column_1
59,60,18613.636363636237,318.18181818179437,245.18808287053727,high_loss,474.0144125310061,column_1
60,61,18931.81818181803,318.18181818179437,248.70715555294916,high_loss,546.5211931825514,column_1
61,62,19249.999999999825,318.1818181818235,252.28164470625023,high_loss,629.7418839897284,column_1
62,63,19568.18181818165,318.1818181818235,255.91250044582648,high_loss,725.3779228311096,column_1
63,64,19886.363636363472,318.18181818179437,259.60069050943457,high_loss,835.4803192153024,column_1
64,65,20204.545454545267,318.1818181818526,263.34720069177456,high_loss,962.5472750277744,column_1
65,66,20522.72727272712,318.1818181818235,267.15303518071187,high_loss,1109.6531194079346,column_1
66,67,20840.909090908943,159.09090909088263,271.0192198854313,high_loss,1195.1358333863786,column_1
67,68,20999.999999999825,159.09090909088263,272.976,high_loss,1287.4488871769247,column_1
0,1,-2.0372681319713593e-10,159.09090909096994,110.0,high_loss,0.0004829723458193097,column_2
1,2,159.09090909076622,318.1818181818235,110.7278291795861,high_loss,0.001584953327050919,column_2
2,3,477.2727272725897,318.1818181818235,112.19980460404146,high_loss,0.0030159270967082766,column_2
3,4,795.4545454544132,318.1818181818235,113.69324769416232,high_loss,0.004868355838657601,column_2
4,5,1113.6363636362366,318.1818181818235,115.20849931564317,high_loss,0.007259016558473486,column_2
5,6,1431.81818181806,318.18181818179437,116.74590618862649,high_loss,0.010334937556884284,column_2
6,7,1749.9999999998545,318.18181818179437,118.30582099586796,high_loss,0.014280666697442044,column_2
7,8,2068.181818181649,318.1818181818526,119.88860249304052,high_loss,0.019327142042570272,column_2
8,9,2386.3636363635014,318.1818181818235,121.49461562122411,high_loss,0.025762484134387642,column_2
9,10,2704.545454545325,318.1818181818235,123.12423162162374,high_loss,0.03394508538303596,column_2
10,11,3022.7272727271484,318.18181818179437,124.77782815256835,high_loss,0.04431943660600334,column_2
11,12,3340.9090909089427,318.18181818179437,126.45578940883334,high_loss,0.057435204717295976,column_2
12,13,3659.090909090737,318.1818181818235,128.1585062433404,high_loss,0.07397015994363498,column_2
13,14,3977.2727272725606,318.1818181818817,129.88637629128104,high_loss,0.09475764686027702,column_2
14,15,4295.454545454442,318.1818181818235,131.639804096719,high_loss,0.12081940216703492,column_2
15,16,4613.636363636266,318.18181818176527,133.41920124172196,high_loss,0.15340464469676915,column_2
16,17,4931.818181818031,318.1818181818526,135.22498647807774,high_loss,0.19403650094290933,column_2
17,18,5249.999999999884,318.1818181818235,137.05758586164947,high_loss,0.24456698372713495,column_2
18,19,5568.181818181707,318.18181818179437,138.917432889425,high_loss,0.307241913848022,column_2
19,20,5886.363636363501,318.18181818179437,140.8049686393208,high_loss,0.38477736601409684,column_2
20,21,6204.545454545296,318.1818181818526,142.7206419127977,high_loss,0.4804494324287071,column_2
21,22,6522.727272727148,318.1818181818235,144.66490938034804,high_loss,0.5981993313987489,column_2
22,23,6840.909090908972,318.1818181818235,146.6382357299177,high_loss,0.7427561455908831,column_2
23,24,7159.090909090795,318.18181818179437,148.64109381832506,high_loss,0.9197797563103728,column_2
24,25,7477.27272727259,318.1818181818526,150.67396482574082,high_loss,1.1360268476179238,column_2
25,26,7795.454545454442,318.18181818179437,152.7373384132975,high_loss,1.3995431883353078,column_2
26,27,8113.636363636237,318.1818181818235,154.83171288389008,high_loss,1.7198857620498238,column_2
27,28,8431.81818181806,318.18181818179437,156.95759534624537,high_loss,2.1083787060570165,column_2
28,29,8749.999999999854,318.18181818179437,159.1155018823228,high_loss,2.5784074406903095,column_2
29,30,9068.181818181649,318.1818181818526,161.30595771812466,high_loss,3.145755821582866,column_2
30,31,9386.363636363501,318.1818181818526,163.52949739798464,high_loss,3.8289916301276627,column_2
31,32,9704.545454545354,318.18181818176527,165.7866649624147,high_loss,4.649906233066845,column_2
32,33,10022.72727272712,318.18181818179437,168.07801412958597,high_loss,5.634014792641463,column_2
33,34,10340.909090908914,318.1818181818526,170.4041084805226,high_loss,6.811123996956925,column_2
34,35,10659.090909090766,318.18181818179437,172.76552164808786,high_loss,8.215974910709393,column_2
35,36,10977.27272727256,318.1818181818235,175.16283750984937,high_loss,9.88896922630354,column_2
36,37,11295.454545454384,318.1818181818817,177.59665038490476,high_loss,11.876987935810813,column_2
37,38,11613.636363636266,318.18181818179437,180.06756523475613,high_loss,14.2343122623646,column_2
38,39,11931.81818181806,318.1818181818235,182.57619786832043,high_loss,17.023657611560928,column_2
39,40,12249.999999999884,318.18181818173616,185.12317515116854,high_loss,20.317332368395945,column_2
40,41,12568.18181818162,318.1818181818817,187.70913521908346,high_loss,24.19853463132427,column_2
41,42,12886.363636363501,318.1818181818526,190.33472769603628,high_loss,28.76280152708008,column_2
42,43,13204.545454545354,318.18181818179437,193.0006139166689,high_loss,34.11962771134699,column_2
43,44,13522.727272727148,318.1818181818235,195.7074671533938,high_loss,40.39427220792088,column_2
44,45,13840.909090908972,318.1818181818235,198.455972848201,high_loss,47.72977612453251,column_2
45,46,14159.090909090795,318.18181818176527,201.24682884928148,high_loss,56.28921836205558,column_2
46,47,14477.27272727256,318.1818181818526,204.08074565256823,high_loss,66.25824270255148,column_2
47,48,14795.454545454413,318.18181818179437,206.9584466483065,high_loss,77.84789831124839,column_2
48,49,15113.636363636208,318.1818181818235,209.8806683727545,high_loss,91.29784767108734,column_2
49,50,15431.818181818031,318.1818181818526,212.84816076510842,high_loss,106.88001259093393,column_2
50,51,15749.999999999884,318.1818181818235,215.86168742980269,high_loss,124.9027519665495,column_2
51,52,16068.181818181707,318.1818181818235,218.9220259042572,high_loss,145.7156968275298,column_2
52,53,16386.36363636353,318.18181818176527,222.02996793219376,high_loss,169.71541209864378,column_2
53,54,16704.545454545296,318.1818181818235,225.18631974260092,high_loss,197.35211474419694,column_2
54,55,17022.72727272712,318.1818181818235,228.39190233443287,high_loss,229.13776025719235,column_2
55,56,17340.909090908943,318.1818181818235,231.64755176751459,high_loss,265.65592132669065,column_2
56,57,17659.090909090766,318.18181818179437,234.9541194596431,high_loss,307.5740338237072,column_2
57,58,17977.27272727256,318.1818181818526,238.31247248958687,high_loss,355.65878882690197,column_2
58,59,18295.454545454413,318.1818181818235,241.72349390549593,high_loss,410.795721882659,column_2
59,60,18613.636363636237,318.1818181818235,245.18808304226735,high_loss,474.0144134568971,column_2
60,61,18931.81818181806,318.18181818176527,248.7071558549183,high_loss,546.5211949564786,column_2
61,62,19249.999999999825,318.1818181818235,252.2816452634552,high_loss,629.7418875444176,column_2
62,63,19568.18181818165,318.1818181818817,255.91250152567923,high_loss,725.377930332795,column_2
63,64,19886.36363636353,318.1818181818235,259.60069272928763,high_loss,835.4803360518465,column_2
64,65,20204.545454545354,318.18181818179437,263.3472053405154,high_loss,962.5473145085274,column_2
65,66,20522.72727272715,318.18181818179437,267.1530425597492,high_loss,1109.6532008413158,column_2
66,67,20840.909090908943,159.09090909091174,271.0192249579909,high_loss,1195.1359317892068,column_2
67,68,20999.999999999854,159.09090909091174,272.976,high_loss,1287.4489855797697,column_2
0,1,-1.7462298274040222e-10,159.09090909091174,110.0,high_loss,0.0004829723458191328,column_3
1,2,159.0909090907371,318.1818181818526,110.72782917958196,high_loss,0.0015849533270500267,column_3
2,3,477.2727272725897,318.18181818176527,112.19980460402898,high_loss,0.0030159270967039967,column_3
3,4,795.454545454355,318.1818181818235,113.69324769414115,high_loss,0.004868355838646625,column_3
4,5,1113.6363636361784,318.1818181818526,115.2084993156131,high_loss,0.007259016558450783,column_3
5,6,1431.818181818031,318.1818181818235,116.74590618858723,high_loss,0.010334937556842318,column_3
6,7,1749.9999999998545,318.18181818176527,118.30582099581908,high_loss,0.014280666697369314,column_3
7,8,2068.1818181816197,318.1818181818526,119.88860249298173,high_loss,0.01932714204245205,column_3
8,9,2386.3636363634723,318.1818181818526,121.49461562115494,high_loss,0.025762484134203494,column_3
9,10,2704.545454545325,318.1818181818235,123.12423162154386,high_loss,0.03394508538275677,column_3
10,11,3022.7272727271484,318.18181818176527,124.7778281524773,high_loss,0.04431943660558943,column_3
11,12,3340.9090909089136,318.1818181818235,126.45578940873071,high_loss,0.05743520471669765,column_3
12,13,3659.090909090737,318.1818181818526,128.15850624322556,high_loss,0.0739701599427832,column_3
13,14,3977.2727272725897,318.1818181818235,129.88637629115348,high_loss,0.09475764685907484,column_3
14,15,4295.454545454413,318.1818181818235,131.6398040965781,high_loss,0.12081940216536556,column_3
15,16,4613.636363636237,318.18181818176527,133.41920124156724,high_loss,0.1534046446944753,column_3
16,17,4931.818181818002,318.1818181818526,135.22498647790854,high_loss,0.19403650093978644,column_3
17,18,5249.9999999998545,318.1818181818235,137.0575858614651,high_loss,0.24456698372291852,column_3
18,19,5568.181818181678,318.18181818176527,138.91743288922487,high_loss,0.3072419138423667,column_3
19,20,5886.363636363443,318.1818181818526,140.8049686391041,high_loss,0.3847773660065868,column_3
20,21,6204.545454545296,318.1818181818235,142.72064191256382,high_loss,0.4804494324187662,column_3
21,22,6522.727272727119,318.1818181818235,144.66490938009633,high_loss,0.5981993313856853,column_3
22,23,6840.909090908943,318.1818181818235,146.63823572964742,high_loss,0.742756145573813,column_3
23,24,7159.090909090766,318.18181818176527,148.64109381803564,high_loss,0.9197797562881732,column_3
24,25,7477.2727272725315,318.1818181818526,150.67396482543177,high_loss,1.1360268475892332,column_3
25,26,7795.454545454384,318.1818181818235,152.73733841296817,high_loss,1.3995431882984386,column_3
26,27,8113.6363636362075,318.1818181818526,154.83171288354032,high_loss,1.7198857620026784,column_3
27,28,8431.81818181806,318.18181818176527,156.95759534587512,high_loss,2.108378705996961,column_3
28,29,8749.999999999825,318.18181818179437,159.11550188193218,high_loss,2.578407440614264,column_3
29,30,9068.18181818162,318.1818181818526,161.30595771771436,high_loss,3.145755821487094,column_3
30,31,9386.363636363472,318.1818181818235,163.52949739755562,high_loss,3.82899163000766,column_3
31,32,9704.545454545296,318.18181818179437,165.78666496196888,high_loss,4.649906232917557,column_3
32,33,10022.72727272709,318.1818181818235,168.07801412912607,high_loss,5.6340147924569415,column_3
33,34,10340.909090908914,318.1818181818526,170.40410848005237,high_loss,6.811123996730371,column_3
34,35,10659.090909090766,318.1818181818235,172.76552164761284,high_loss,8.215974910433669,column_3
35,36,10977.27272727259,318.18181818179437,175.16283750937703,high_loss,9.888969225970868,column_3
36,37,11295.454545454384,318.1818181818235,177.59665038444507,high_loss,11.876987935413881,column_3
37,38,11613.636363636208,318.1818181818235,180.06756523432279,high_loss,14.234312261898403,column_3
38,39,11931.818181818031,318.1818181818235,182.57619786793128,high_loss,17.023657611022912,column_3
39,40,12249.999999999854,318.18181818176527,185.12317515084771,high_loss,20.31733236779023,column_3
40,41,12568.18181818162,318.1818181818526,187.7091352188627,high_loss,24.19853463066456,column_3
41,42,12886.363636363472,318.1818181818235,190.3347276959576,high_loss,28.76280152639808,column_3
42,43,13204.545454545296,318.1818181818235,193.00061391678872,high_loss,34.11962771070351,column_3
43,44,13522.72727272712,318.18181818176527,195.7074671537868,high_loss,40.39427220741835,column_3
44,45,13840.909090908885,318.1818181818526,198.45597284896786,high_loss,47.729776124345996,column_3
45,46,14159.090909090737,318.1818181818235,201.24682885056,high_loss,56.28921836246743,column_3
46,47,14477.27272727256,318.1818181818235,204.0807456545469,high_loss,66.25824270400909,column_3
47,48,14795.454545454384,318.1818181818235,206.95844665124676,high_loss,77.84789831446666,column_3
48,49,15113.636363636208,318.18181818176527,209.8806683770205,high_loss,91.29784767718681,column_3
49,50,15431.818181817973,318.1818181818526,212.84816077123025,high_loss,106.88001260170086,column_3
50,51,15749.999999999825,318.1818181818235,215.86168743856115,high_loss,124.90275198483839,column_3
51,52,16068.181818181649,318.1818181818526,218.92202591681138,high_loss,145.71569685795197,column_3
52,53,16386.3636363635,318.1818181818235,222.02996795031078,high_loss,169.71541214875091,column_3
53,54,16704.545454545325,318.18181818176527,225.1863197691446,high_loss,197.35211482669328,column_3
54,55,17022.72727272709,318.1818181818235,228.391902373916,high_loss,229.13776039380636,column_3
55,56,17340.909090908914,318.1818181818526,231.64755182697482,high_loss,265.6559215548479,column_3
56,57,17659.090909090766,318.18181818179437,234.95411954981466,high_loss,307.5740342078716,column_3
57,58,17977.27272727256,318.1818181818235,238.31247262773456,high_loss,355.65878947995475,column_3
58,59,18295.454545454384,318.1818181818235,241.72349412125982,high_loss,410.79572300899156,column_3
59,60,18613.636363636208,318.1818181818235,245.18808338602233,high_loss,474.0144154350458,column_3
60,61,18931.81818181803,318.18181818179437,248.70715640457786,high_loss,546.5211984782845,column_3
61,62,19249.999999999825,318.1818181818526,252.28164612724913,high_loss,629.7418938268161,column_3
62,63,19568.181818181678,318.18181818179437,255.91250281752633,high_loss,725.3779413370087,column_3
63,64,19886.363636363472,318.1818181818526,259.6006944370238,high_loss,835.4803542373834,column_3
64,65,20204.545454545325,318.18181818176527,263.3472069158155,high_loss,962.547340367413,column_3
65,66,20522.72727272709,318.1818181818235,267.15304362049733,high_loss,1109.6532327309735,column_3
66,67,20840.909090908914,159.09090909091174,271.01922635614915,high_loss,1195.1359683561786,column_3
67,68,20999.999999999825,159.09090909091174,272.976,high_loss,1287.4490221467415,column_3
0,1,-2.0372681319713593e-10,159.09090909099905,110.0,high_loss,0.000482972345819398,column_4
1,2,159.09090909079532,318.18181818179437,110.72782917957585,high_loss,0.0015849533270488763,column_4
2,3,477.2727272725897,318.18181818179437,112.1998046040103,high_loss,0.003015927096698293,column_4
3,4,795.4545454543841,318.18181818179437,113.69324769410947,high_loss,0.004868355838630749,column_4
4,5,1113.6363636361784,318.1818181818526,115.20849931556805,high_loss,0.007259016558417016,column_4
5,6,1431.818181818031,318.1818181818235,116.7459061885283,high_loss,0.010334937556779219,column_4
6,7,1749.9999999998545,318.1818181818526,118.30582099574596,high_loss,0.01428066669726186,column_4
7,8,2068.181818181707,318.18181818179437,119.8886024928937,high_loss,0.019327142042275515,column_4
8,9,2386.3636363635014,318.1818181818235,121.49461562105142,high_loss,0.025762484133926872,column_4
9,10,2704.545454545325,318.1818181818235,123.12423162142424,high_loss,0.03394508538233777,column_4
10,11,3022.7272727271484,318.18181818179437,124.7778281523409,high_loss,0.044319436604970994,column_4
11,12,3340.9090909089427,318.18181818179437,126.45578940857689,high_loss,0.05743520471579982,column_4
12,13,3659.090909090737,318.1818181818235,128.15850624305358,high_loss,0.07397015994150213,column_4
13,14,3977.2727272725606,318.1818181818526,129.8863762909624,high_loss,0.09475764685727657,column_4
14,15,4295.454545454413,318.1818181818235,131.63980409636713,high_loss,0.12081940216286766,column_4
15,16,4613.636363636237,318.18181818179437,133.41920124133546,high_loss,0.1534046446910448,column_4
16,17,4931.818181818031,318.1818181818526,135.224986477655,high_loss,0.19403650093511368,column_4
17,18,5249.999999999884,318.1818181818235,137.05758586118898,high_loss,0.244566983716608,column_4
18,19,5568.181818181707,318.18181818176527,138.91743288892496,high_loss,0.3072419138339086,column_4
19,20,5886.363636363472,318.1818181818235,140.80496863877937,high_loss,0.3847773659953215,column_4
20,21,6204.545454545296,318.1818181818235,142.72064191221327,high_loss,0.4804494324038703,column_4
21,22,6522.727272727119,318.1818181818526,144.66490937971884,high_loss,0.598199331366117,column_4
22,23,6840.909090908972,318.1818181818526,146.63823572924224,high_loss,0.7427561455482518,column_4
23,24,7159.090909090824,318.18181818173616,148.64109381760156,high_loss,0.9197797562549272,column_4
24,25,7477.272727272561,318.1818181818235,150.67396482496792,high_loss,1.1360268475462254,column_4
25,26,7795.454545454384,318.1818181818235,152.73733841247383,high_loss,1.3995431882431189,column_4
26,27,8113.6363636362075,318.1818181818235,154.83171288301503,high_loss,1.7198857619318524,column_4
27,28,8431.818181818031,318.1818181818235,156.95759534531857,high_loss,2.108378705906854,column_4
28,29,8749.999999999854,318.18181818179437,159.11550188134478,high_loss,2.5784074405001114,column_4
29,30,9068.181818181649,318.1818181818526,161.30595771709662,high_loss,3.1457558213432404,column_4
30,31,9386.363636363501,318.1818181818235,163.52949739690902,high_loss,3.828991629827379,column_4
31,32,9704.545454545325,318.18181818179437,165.78666496129588,high_loss,4.649906232692953,column_4
