Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,54.272649328379515,8.945412975135758,2.1720491569019424
400,66.390397256359,23.806801943412367,1.4575593026579425
250,72.67790797370678,43.183766790511605,1.200342955130036
100,79.4512717919406,67.44784224064014,1.4289797084881657
0,84.13832523578164,84.13832523578164,84.13832523578164
