Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,41.01953311100522,6.955693187231995,3.525488327775107
400,58.78989995235821,12.720343020486013,2.334444973796989
250,68.36588851834212,27.155788470700337,1.8103858980466612
100,78.60886136255355,60.36207717960933,1.6198189614102287
0,85.89804668889943,85.89804668889943,85.89804668889943
