Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,95.22720777364962,79.76564732780797,4.972849385538721
400,97.14204058302376,89.1683338096599,5.344384109745651
250,98.0565875964561,93.36953415261506,7.31637610745924
100,99.02829379822808,97.28493855387255,29.208345241497568
0,99.62846527579308,99.62846527579308,99.62846527579308
