Regolith Depth [m],0.1 W/mK,0.025 W/mK,0.001 W/mK
700,23.64729458917864,16.23246492985985,14.629258517033886
400,32.064128256512916,12.62525050100172,9.41883767535095
250,48.09619238476968,13.226452905811604,6.813627254508901
100,74.74949899799597,31.663326653306722,4.408817635270534
0,93.5871743486973,93.5871743486973,93.5871743486973
